tree,level,leaf,left_count,right_count
2,5,7,3081,0
2,5,8,0,0
2,5,9,0,0
2,5,10,0,0
2,5,11,0,0
2,5,12,0,0
2,5,13,0,0
2,5,14,0,0
2,5,15,3198,0
2,5,16,0,0
2,5,17,0,0
2,5,18,0,0
2,5,19,0,0
2,5,20,0,0
2,5,21,0,0
2,5,22,0,0
2,5,23,0,0
2,5,24,0,0
2,5,25,0,0
2,5,26,0,0
2,5,27,0,0
2,5,28,0,0
2,5,29,0,0
2,5,30,0,0
2,5,31,3186,381091
3,0,0,396848,3152
3,1,0,393785,3063
3,1,1,0,3152
3,2,0,390682,3103
3,2,1,0,0
3,2,2,0,3063
3,2,3,0,3152
3,3,0,387504,3178
3,3,1,0,0
3,3,2,0,0
3,3,3,0,0
3,3,4,0,3103
3,3,5,0,0
3,3,6,0,3063
3,3,7,0,3152
3,4,0,384343,3161
3,4,1,0,0
3,4,2,0,0
3,4,3,0,0
3,4,4,0,0
3,4,5,0,0
3,4,6,0,0
3,4,7,0,0
3,4,8,0,3178
3,4,9,0,0
3,4,10,0,0
3,4,11,0,0
3,4,12,0,3103
3,4,13,0,0
3,4,14,0,3063
3,4,15,0,3152
3,5,0,381212,3131
3,5,1,0,0
3,5,2,0,0
3,5,3,0,0
3,5,4,0,0
3,5,5,0,0
3,5,6,0,0
3,5,7,0,0
3,5,8,0,0
3,5,9,0,0
3,5,10,0,0
3,5,11,0,0
3,5,12,0,0
3,5,13,0,0
3,5,14,0,0
3,5,15,0,0
3,5,16,0,3161
3,5,17,0,0
3,5,18,0,0
3,5,19,0,0
3,5,20,0,0
3,5,21,0,0
3,5,22,0,0
3,5,23,0,0
3,5,24,0,3178
3,5,25,0,0
3,5,26,0,0
3,5,27,0,0
3,5,28,0,3103
3,5,29,0,0
3,5,30,0,3063
3,5,31,0,3152
4,0,0,3113,396887
4,1,0,3113,0
4,1,1,3188,393699
4,2,0,3113,0
4,2,1,3188,0
4,2,2,0,0
4,2,3,3143,390556
4,3,0,3113,0
4,3,1,3188,0
4,3,2,0,0
4,3,3,3143,0
4,3,4,0,0
4,3,5,0,0
4,3,6,0,0
4,3,7,3081,387475
4,4,0,3113,0
4,4,1,3188,0
4,4,2,0,0
4,4,3,3143,0
4,4,4,0,0
4,4,5,0,0
4,4,6,0,0
4,4,7,3081,0
4,4,8,0,0
4,4,9,0,0
4,4,10,0,0
4,4,11,0,0
4,4,12,0,0
4,4,13,0,0
4,4,14,0,0
4,4,15,3198,384277
4,5,0,3113,0
4,5,1,3188,0
4,5,2,0,0
4,5,3,3143,0
4,5,4,0,0
4,5,5,0,0
4,5,6,0,0
4,5,7,3081,0
4,5,8,0,0
4,5,9,0,0
4,5,10,0,0
4,5,11,0,0
4,5,12,0,0
4,5,13,0,0
4,5,14,0,0
4,5,15,3198,0
4,5,16,0,0
4,5,17,0,0
4,5,18,0,0
4,5,19,0,0
4,5,20,0,0
4,5,21,0,0
4,5,22,0,0
4,5,23,0,0
4,5,24,0,0
4,5,25,0,0
4,5,26,0,0
4,5,27,0,0
4,5,28,0,0
4,5,29,0,0
4,5,30,0,0
4,5,31,3186,381091
5,0,0,396848,3152
5,1,0,393785,3063
5,1,1,0,3152
5,2,0,390682,3103
5,2,1,0,0
5,2,2,0,3063
5,2,3,0,3152
5,3,0,387504,3178
5,3,1,0,0
5,3,2,0,0
5,3,3,0,0
5,3,4,0,3103
5,3,5,0,0
5,3,6,0,3063
5,3,7,0,3152
5,4,0,384343,3161
5,4,1,0,0
5,4,2,0,0
5,4,3,0,0
5,4,4,0,0
5,4,5,0,0
5,4,6,0,0
5,4,7,0,0
5,4,8,0,3178
5,4,9,0,0
5,4,10,0,0
5,4,11,0,0
5,4,12,0,3103
5,4,13,0,0
5,4,14,0,3063
5,4,15,0,3152
5,5,0,381212,3131
5,5,1,0,0
5,5,2,0,0
5,5,3,0,0
5,5,4,0,0
5,5,5,0,0
5,5,6,0,0
5,5,7,0,0
5,5,8,0,0
5,5,9,0,0
5,5,10,0,0
5,5,11,0,0
5,5,12,0,0
5,5,13,0,0
5,5,14,0,0
5,5,15,0,0
5,5,16,0,3161
5,5,17,0,0
5,5,18,0,0
5,5,19,0,0
5,5,20,0,0
5,5,21,0,0
5,5,22,0,0
5,5,23,0,0
5,5,24,0,3178
5,5,25,0,0
5,5,26,0,0
5,5,27,0,0
5,5,28,0,3103
5,5,29,0,0
5,5,30,0,3063
5,5,31,0,3152
6,0,0,3113,396887
6,1,0,3113,0
6,1,1,3188,393699
6,2,0,3113,0
6,2,1,3188,0
6,2,2,0,0
6,2,3,3143,390556
6,3,0,3113,0
6,3,1,3188,0
6,3,2,0,0
6,3,3,3143,0
6,3,4,0,0
6,3,5,0,0
6,3,6,0,0
6,3,7,3081,387475
6,4,0,3113,0
6,4,1,3188,0
6,4,2,0,0
6,4,3,3143,0
6,4,4,0,0
6,4,5,0,0
6,4,6,0,0
6,4,7,3081,0
6,4,8,0,0
6,4,9,0,0
6,4,10,0,0
6,4,11,0,0
6,4,12,0,0
6,4,13,0,0
6,4,14,0,0
6,4,15,3198,384277
6,5,0,3113,0
6,5,1,3188,0
6,5,2,0,0
6,5,3,3143,0
6,5,4,0,0
6,5,5,0,0
6,5,6,0,0
6,5,7,3081,0
6,5,8,0,0
6,5,9,0,0
6,5,10,0,0
6,5,11,0,0
6,5,12,0,0
6,5,13,0,0
6,5,14,0,0
6,5,15,3198,0
6,5,16,0,0
6,5,17,0,0
6,5,18,0,0
6,5,19,0,0
6,5,20,0,0
6,5,21,0,0
6,5,22,0,0
6,5,23,0,0
6,5,24,0,0
6,5,25,0,0
6,5,26,0,0
6,5,27,0,0
6,5,28,0,0
6,5,29,0,0
6,5,30,0,0
6,5,31,3186,381091
7,0,0,396848,3152
7,1,0,393785,3063
7,1,1,0,3152
7,2,0,390682,3103
7,2,1,0,0
7,2,2,0,3063
7,2,3,0,3152
7,3,0,387504,3178
7,3,1,0,0
7,3,2,0,0
7,3,3,0,0
7,3,4,0,3103
7,3,5,0,0
7,3,6,0,3063
7,3,7,0,3152
7,4,0,384343,3161
7,4,1,0,0
7,4,2,0,0
7,4,3,0,0
7,4,4,0,0
7,4,5,0,0
7,4,6,0,0
7,4,7,0,0
7,4,8,0,3178
7,4,9,0,0
7,4,10,0,0
7,4,11,0,0
7,4,12,0,3103
7,4,13,0,0
7,4,14,0,3063
7,4,15,0,3152
7,5,0,381212,3131
7,5,1,0,0
7,5,2,0,0
7,5,3,0,0
7,5,4,0,0
7,5,5,0,0
7,5,6,0,0
7,5,7,0,0
7,5,8,0,0
7,5,9,0,0
7,5,10,0,0
7,5,11,0,0
7,5,12,0,0
7,5,13,0,0
7,5,14,0,0
7,5,15,0,0
7,5,16,0,3161
7,5,17,0,0
7,5,18,0,0
7,5,19,0,0
7,5,20,0,0
7,5,21,0,0
7,5,22,0,0
7,5,23,0,0
7,5,24,0,3178
7,5,25,0,0
7,5,26,0,0
7,5,27,0,0
7,5,28,0,3103
7,5,29,0,0
7,5,30,0,3063
7,5,31,0,3152
8,0,0,3113,396887
8,1,0,3113,0
8,1,1,3188,393699
8,2,0,3113,0
8,2,1,3188,0
8,2,2,0,0
8,2,3,3143,390556
8,3,0,3113,0
8,3,1,3188,0
8,3,2,0,0
8,3,3,3143,0
8,3,4,0,0
8,3,5,0,0
8,3,6,0,0
8,3,7,3081,387475
8,4,0,3113,0
8,4,1,3188,0
8,4,2,0,0
8,4,3,3143,0
8,4,4,0,0
8,4,5,0,0
8,4,6,0,0
8,4,7,3081,0
8,4,8,0,0
8,4,9,0,0
8,4,10,0,0
8,4,11,0,0
8,4,12,0,0
8,4,13,0,0
8,4,14,0,0
8,4,15,3198,384277
8,5,0,3113,0
8,5,1,3188,0
8,5,2,0,0
8,5,3,3143,0
8,5,4,0,0
8,5,5,0,0
8,5,6,0,0
8,5,7,3081,0
8,5,8,0,0
8,5,9,0,0
8,5,10,0,0
8,5,11,0,0
8,5,12,0,0
8,5,13,0,0
8,5,14,0,0
8,5,15,3198,0
8,5,16,0,0
8,5,17,0,0
8,5,18,0,0
8,5,19,0,0
8,5,20,0,0
8,5,21,0,0
8,5,22,0,0
8,5,23,0,0
8,5,24,0,0
8,5,25,0,0
8,5,26,0,0
8,5,27,0,0
8,5,28,0,0
8,5,29,0,0
8,5,30,0,0
8,5,31,3186,381091
9,0,0,396848,3152
9,1,0,393785,3063
9,1,1,0,3152
9,2,0,390682,3103
9,2,1,0,0
9,2,2,0,3063
9,2,3,0,3152
9,3,0,387504,3178
9,3,1,0,0
9,3,2,0,0
9,3,3,0,0
9,3,4,0,3103
9,3,5,0,0
9,3,6,0,3063
9,3,7,0,3152
9,4,0,384343,3161
9,4,1,0,0
9,4,2,0,0
9,4,3,0,0
9,4,4,0,0
9,4,5,0,0
9,4,6,0,0
9,4,7,0,0
9,4,8,0,3178
9,4,9,0,0
9,4,10,0,0
9,4,11,0,0
9,4,12,0,3103
9,4,13,0,0
9,4,14,0,3063
9,4,15,0,3152
9,5,0,381212,3131
9,5,1,0,0
9,5,2,0,0
9,5,3,0,0
9,5,4,0,0
9,5,5,0,0
9,5,6,0,0
9,5,7,0,0
9,5,8,0,0
9,5,9,0,0
9,5,10,0,0
9,5,11,0,0
9,5,12,0,0
9,5,13,0,0
9,5,14,0,0
9,5,15,0,0
9,5,16,0,3161
9,5,17,0,0
9,5,18,0,0
9,5,19,0,0
9,5,20,0,0
9,5,21,0,0
9,5,22,0,0
9,5,23,0,0
9,5,24,0,3178
9,5,25,0,0
9,5,26,0,0
9,5,27,0,0
9,5,28,0,3103
9,5,29,0,0
9,5,30,0,3063
9,5,31,0,3152
10,0,0,3113,396887
10,1,0,3113,0
10,1,1,3188,393699
10,2,0,3113,0
10,2,1,3188,0
10,2,2,0,0
10,2,3,3143,390556
10,3,0,3113,0
10,3,1,3188,0
10,3,2,0,0
10,3,3,3143,0
10,3,4,0,0
10,3,5,0,0
10,3,6,0,0
10,3,7,3081,387475
10,4,0,3113,0
10,4,1,3188,0
10,4,2,0,0
10,4,3,3143,0
10,4,4,0,0
10,4,5,0,0
10,4,6,0,0
10,4,7,3081,0
10,4,8,0,0
10,4,9,0,0
10,4,10,0,0
10,4,11,0,0
10,4,12,0,0
10,4,13,0,0
10,4,14,0,0
10,4,15,3198,384277
10,5,0,3113,0
10,5,1,3188,0
10,5,2,0,0
10,5,3,3143,0
10,5,4,0,0
10,5,5,0,0
10,5,6,0,0
10,5,7,3081,0
10,5,8,0,0
10,5,9,0,0
10,5,10,0,0
10,5,11,0,0
10,5,12,0,0
10,5,13,0,0
10,5,14,0,0
10,5,15,3198,0
10,5,16,0,0
10,5,17,0,0
10,5,18,0,0
10,5,19,0,0
10,5,20,0,0
10,5,21,0,0
10,5,22,0,0
10,5,23,0,0
10,5,24,0,0
10,5,25,0,0
10,5,26,0,0
10,5,27,0,0
10,5,28,0,0
10,5,29,0,0
10,5,30,0,0
10,5,31,3186,381091
11,0,0,396848,3152
11,1,0,393785,3063
11,1,1,0,3152
11,2,0,390682,3103
11,2,1,0,0
11,2,2,0,3063
11,2,3,0,3152
11,3,0,387504,3178
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,3103
11,3,5,0,0
11,3,6,0,3063
11,3,7,0,3152
11,4,0,384343,3161
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,3178
11,4,9,0,0
11,4,10,0,0
11,4,11,0,0
11,4,12,0,3103
11,4,13,0,0
11,4,14,0,3063
11,4,15,0,3152
11,5,0,381212,3131
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,0,0
11,5,10,0,0
11,5,11,0,0
11,5,12,0,0
11,5,13,0,0
11,5,14,0,0
11,5,15,0,0
11,5,16,0,3161
11,5,17,0,0
11,5,18,0,0
11,5,19,0,0
11,5,20,0,0
11,5,21,0,0
11,5,22,0,0
11,5,23,0,0
11,5,24,0,3178
11,5,25,0,0
11,5,26,0,0
11,5,27,0,0
11,5,28,0,3103
11,5,29,0,0
11,5,30,0,3063
11,5,31,0,3152
12,0,0,3113,396887
12,1,0,3113,0
12,1,1,3188,393699
12,2,0,3113,0
12,2,1,3188,0
12,2,2,0,0
12,2,3,3143,390556
12,3,0,3113,0
12,3,1,3188,0
12,3,2,0,0
12,3,3,3143,0
12,3,4,0,0
12,3,5,0,0
12,3,6,0,0
12,3,7,3081,387475
12,4,0,3113,0
12,4,1,3188,0
12,4,2,0,0
12,4,3,3143,0
12,4,4,0,0
12,4,5,0,0
12,4,6,0,0
12,4,7,3081,0
12,4,8,0,0
12,4,9,0,0
12,4,10,0,0
12,4,11,0,0
12,4,12,0,0
12,4,13,0,0
12,4,14,0,0
12,4,15,3198,384277
12,5,0,3113,0
12,5,1,3188,0
12,5,2,0,0
12,5,3,3143,0
12,5,4,0,0
12,5,5,0,0
12,5,6,0,0
12,5,7,3081,0
12,5,8,0,0
12,5,9,0,0
12,5,10,0,0
12,5,11,0,0
12,5,12,0,0
12,5,13,0,0
12,5,14,0,0
12,5,15,3198,0
12,5,16,0,0
12,5,17,0,0
12,5,18,0,0
12,5,19,0,0
12,5,20,0,0
12,5,21,0,0
12,5,22,0,0
12,5,23,0,0
12,5,24,0,0
12,5,25,0,0
12,5,26,0,0
12,5,27,0,0
12,5,28,0,0
12,5,29,0,0
12,5,30,0,0
12,5,31,3186,381091
13,0,0,396848,3152
13,1,0,393785,3063
13,1,1,0,3152
13,2,0,390682,3103
13,2,1,0,0
13,2,2,0,3063
13,2,3,0,3152
13,3,0,387504,3178
13,3,1,0,0
13,3,2,0,0
13,3,3,0,0
13,3,4,0,3103
13,3,5,0,0
13,3,6,0,3063
13,3,7,0,3152
13,4,0,378035,9469
13,4,1,0,0
13,4,2,0,0
13,4,3,0,0
13,4,4,0,0
13,4,5,0,0
13,4,6,0,0
13,4,7,0,0
13,4,8,0,3178
13,4,9,0,0
13,4,10,0,0
13,4,11,0,0
13,4,12,0,3103
13,4,13,0,0
13,4,14,0,3063
13,4,15,0,3152
13,5,0,374763,3272
13,5,1,0,0
13,5,2,0,0
13,5,3,0,0
13,5,4,0,0
13,5,5,0,0
13,5,6,0,0
13,5,7,0,0
13,5,8,0,0
13,5,9,0,0
13,5,10,0,0
13,5,11,0,0
13,5,12,0,0
13,5,13,0,0
13,5,14,0,0
13,5,15,0,0
13,5,16,0,9469
13,5,17,0,0
13,5,18,0,0
13,5,19,0,0
13,5,20,0,0
13,5,21,0,0
13,5,22,0,0
13,5,23,0,0
13,5,24,0,3178
13,5,25,0,0
13,5,26,0,0
13,5,27,0,0
13,5,28,0,3103
13,5,29,0,0
13,5,30,0,3063
13,5,31,0,3152
14,0,0,3113,396887
14,1,0,3113,0
14,1,1,3188,393699
14,2,0,3113,0
14,2,1,3188,0
14,2,2,0,0
14,2,3,3143,390556
14,3,0,3113,0
14,3,1,3188,0
14,3,2,0,0
14,3,3,3143,0
14,3,4,0,0
14,3,5,0,0
14,3,6,0,0
14,3,7,3081,387475
14,4,0,3113,0
14,4,1,3188,0
14,4,2,0,0
14,4,3,3143,0
14,4,4,0,0
14,4,5,0,0
14,4,6,0,0
14,4,7,3081,0
14,4,8,0,0
14,4,9,0,0
14,4,10,0,0
14,4,11,0,0
14,4,12,0,0
14,4,13,0,0
14,4,14,0,0
14,4,15,9572,377903
14,5,0,3113,0
14,5,1,3188,0
14,5,2,0,0
14,5,3,3143,0
14,5,4,0,0
14,5,5,0,0
14,5,6,0,0
14,5,7,3081,0
14,5,8,0,0
14,5,9,0,0
14,5,10,0,0
14,5,11,0,0
14,5,12,0,0
14,5,13,0,0
14,5,14,0,0
14,5,15,9572,0
14,5,16,0,0
14,5,17,0,0
14,5,18,0,0
14,5,19,0,0
14,5,20,0,0
14,5,21,0,0
14,5,22,0,0
14,5,23,0,0
14,5,24,0,0
14,5,25,0,0
14,5,26,0,0
14,5,27,0,0
14,5,28,0,0
14,5,29,0,0
14,5,30,0,0
14,5,31,3142,374761
15,0,0,396848,3152
15,1,0,393785,3063
15,1,1,0,3152
15,2,0,390682,3103
15,2,1,0,0
15,2,2,0,3063
15,2,3,0,3152
15,3,0,387504,3178
15,3,1,0,0
15,3,2,0,0
15,3,3,0,0
15,3,4,0,3103
15,3,5,0,0
15,3,6,0,3063
15,3,7,0,3152
15,4,0,384343,3161
15,4,1,0,0
15,4,2,0,0
15,4,3,0,0
15,4,4,0,0
15,4,5,0,0
15,4,6,0,0
15,4,7,0,0
15,4,8,0,3178
15,4,9,0,0
15,4,10,0,0
15,4,11,0,0
15,4,12,0,3103
15,4,13,0,0
15,4,14,0,3063
15,4,15,0,3152
15,5,0,381212,3131
15,5,1,0,0
15,5,2,0,0
15,5,3,0,0
15,5,4,0,0
15,5,5,0,0
15,5,6,0,0
15,5,7,0,0
15,5,8,0,0
15,5,9,0,0
15,5,10,0,0
15,5,11,0,0
15,5,12,0,0
15,5,13,0,0
15,5,14,0,0
15,5,15,0,0
15,5,16,0,3161
15,5,17,0,0
15,5,18,0,0
15,5,19,0,0
15,5,20,0,0
15,5,21,0,0
15,5,22,0,0
15,5,23,0,0
15,5,24,0,3178
15,5,25,0,0
15,5,26,0,0
15,5,27,0,0
15,5,28,0,3103
15,5,29,0,0
15,5,30,0,3063
15,5,31,0,3152
16,0,0,3113,396887
16,1,0,3113,0
16,1,1,3188,393699
16,2,0,3113,0
16,2,1,3188,0
16,2,2,0,0
16,2,3,3143,390556
16,3,0,3113,0
16,3,1,3188,0
16,3,2,0,0
16,3,3,3143,0
16,3,4,0,0
16,3,5,0,0
16,3,6,0,0
16,3,7,3081,387475
16,4,0,3113,0
16,4,1,3188,0
16,4,2,0,0
16,4,3,3143,0
16,4,4,0,0
16,4,5,0,0
16,4,6,0,0
16,4,7,3081,0
16,4,8,0,0
16,4,9,0,0
16,4,10,0,0
16,4,11,0,0
16,4,12,0,0
16,4,13,0,0
16,4,14,0,0
16,4,15,3198,384277
16,5,0,3113,0
16,5,1,3188,0
16,5,2,0,0
16,5,3,3143,0
16,5,4,0,0
16,5,5,0,0
16,5,6,0,0
16,5,7,3081,0
16,5,8,0,0
16,5,9,0,0
16,5,10,0,0
16,5,11,0,0
16,5,12,0,0
16,5,13,0,0
16,5,14,0,0
16,5,15,3198,0
16,5,16,0,0
16,5,17,0,0
16,5,18,0,0
16,5,19,0,0
16,5,20,0,0
16,5,21,0,0
16,5,22,0,0
16,5,23,0,0
16,5,24,0,0
16,5,25,0,0
16,5,26,0,0
16,5,27,0,0
16,5,28,0,0
16,5,29,0,0
16,5,30,0,0
16,5,31,3186,381091
17,0,0,396848,3152
17,1,0,393785,3063
17,1,1,0,3152
17,2,0,390682,3103
17,2,1,0,0
17,2,2,0,3063
17,2,3,0,3152
17,3,0,387504,3178
17,3,1,0,0
17,3,2,0,0
17,3,3,0,0
17,3,4,0,3103
17,3,5,0,0
17,3,6,0,3063
17,3,7,0,3152
17,4,0,378035,9469
17,4,1,0,0
17,4,2,0,0
17,4,3,0,0
17,4,4,0,0
17,4,5,0,0
17,4,6,0,0
17,4,7,0,0
17,4,8,0,3178
17,4,9,0,0
17,4,10,0,0
17,4,11,0,0
17,4,12,0,3103
17,4,13,0,0
17,4,14,0,3063
17,4,15,0,3152
17,5,0,374763,3272
17,5,1,0,0
17,5,2,0,0
17,5,3,0,0
17,5,4,0,0
17,5,5,0,0
17,5,6,0,0
17,5,7,0,0
17,5,8,0,0
17,5,9,0,0
17,5,10,0,0
17,5,11,0,0
17,5,12,0,0
17,5,13,0,0
17,5,14,0,0
17,5,15,0,0
17,5,16,0,9469
17,5,17,0,0
17,5,18,0,0
17,5,19,0,0
17,5,20,0,0
17,5,21,0,0
17,5,22,0,0
17,5,23,0,0
17,5,24,0,3178
17,5,25,0,0
17,5,26,0,0
17,5,27,0,0
17,5,28,0,3103
17,5,29,0,0
17,5,30,0,3063
17,5,31,0,3152
18,0,0,3113,396887
18,1,0,3113,0
18,1,1,3188,393699
18,2,0,3113,0
18,2,1,3188,0
18,2,2,0,0
18,2,3,3143,390556
18,3,0,3113,0
18,3,1,3188,0
18,3,2,0,0
18,3,3,3143,0
18,3,4,0,0
18,3,5,0,0
18,3,6,0,0
18,3,7,3081,387475
18,4,0,3113,0
18,4,1,3188,0
18,4,2,0,0
18,4,3,3143,0
18,4,4,0,0
18,4,5,0,0
18,4,6,0,0
18,4,7,3081,0
18,4,8,0,0
18,4,9,0,0
18,4,10,0,0
18,4,11,0,0
18,4,12,0,0
18,4,13,0,0
18,4,14,0,0
18,4,15,9572,377903
18,5,0,3113,0
18,5,1,3188,0
18,5,2,0,0
18,5,3,3143,0
18,5,4,0,0
18,5,5,0,0
18,5,6,0,0
18,5,7,3081,0
18,5,8,0,0
18,5,9,0,0
18,5,10,0,0
18,5,11,0,0
18,5,12,0,0
18,5,13,0,0
18,5,14,0,0
18,5,15,9572,0
18,5,16,0,0
18,5,17,0,0
18,5,18,0,0
18,5,19,0,0
18,5,20,0,0
18,5,21,0,0
18,5,22,0,0
18,5,23,0,0
18,5,24,0,0
18,5,25,0,0
18,5,26,0,0
18,5,27,0,0
18,5,28,0,0
18,5,29,0,0
18,5,30,0,0
18,5,31,3142,374761
19,0,0,396848,3152
19,1,0,393785,3063
19,1,1,0,3152
19,2,0,390682,3103
19,2,1,0,0
19,2,2,0,3063
19,2,3,0,3152
19,3,0,387504,3178
19,3,1,0,0
19,3,2,0,0
19,3,3,0,0
19,3,4,0,3103
19,3,5,0,0
19,3,6,0,3063
19,3,7,0,3152
19,4,0,384343,3161
19,4,1,0,0
19,4,2,0,0
19,4,3,0,0
19,4,4,0,0
19,4,5,0,0
19,4,6,0,0
19,4,7,0,0
19,4,8,0,3178
19,4,9,0,0
19,4,10,0,0
19,4,11,0,0
19,4,12,0,3103
19,4,13,0,0
19,4,14,0,3063
19,4,15,0,3152
19,5,0,381212,3131
19,5,1,0,0
19,5,2,0,0
19,5,3,0,0
19,5,4,0,0
19,5,5,0,0
19,5,6,0,0
19,5,7,0,0
19,5,8,0,0
19,5,9,0,0
19,5,10,0,0
19,5,11,0,0
19,5,12,0,0
19,5,13,0,0
19,5,14,0,0
19,5,15,0,0
19,5,16,0,3161
19,5,17,0,0
19,5,18,0,0
19,5,19,0,0
19,5,20,0,0
19,5,21,0,0
19,5,22,0,0
19,5,23,0,0
19,5,24,0,3178
19,5,25,0,0
19,5,26,0,0
19,5,27,0,0
19,5,28,0,3103
19,5,29,0,0
19,5,30,0,3063
19,5,31,0,3152
20,0,0,3113,396887
20,1,0,3113,0
20,1,1,3188,393699
20,2,0,3113,0
20,2,1,3188,0
20,2,2,0,0
20,2,3,3143,390556
20,3,0,3113,0
20,3,1,3188,0
20,3,2,0,0
20,3,3,3143,0
20,3,4,0,0
20,3,5,0,0
20,3,6,0,0
20,3,7,3081,387475
20,4,0,3113,0
20,4,1,3188,0
20,4,2,0,0
20,4,3,3143,0
20,4,4,0,0
20,4,5,0,0
20,4,6,0,0
20,4,7,3081,0
20,4,8,0,0
20,4,9,0,0
20,4,10,0,0
20,4,11,0,0
20,4,12,0,0
20,4,13,0,0
20,4,14,0,0
20,4,15,9572,377903
20,5,0,3113,0
20,5,1,3188,0
20,5,2,0,0
20,5,3,3143,0
20,5,4,0,0
20,5,5,0,0
20,5,6,0,0
20,5,7,3081,0
20,5,8,0,0
20,5,9,0,0
20,5,10,0,0
20,5,11,0,0
20,5,12,0,0
20,5,13,0,0
20,5,14,0,0
20,5,15,9572,0
20,5,16,0,0
20,5,17,0,0
20,5,18,0,0
20,5,19,0,0
20,5,20,0,0
20,5,21,0,0
20,5,22,0,0
20,5,23,0,0
20,5,24,0,0
20,5,25,0,0
20,5,26,0,0
20,5,27,0,0
20,5,28,0,0
20,5,29,0,0
20,5,30,0,0
20,5,31,3142,374761
21,0,0,396848,3152
21,1,0,393785,3063
21,1,1,0,3152
21,2,0,390682,3103
21,2,1,0,0
21,2,2,0,3063
21,2,3,0,3152
21,3,0,387504,3178
21,3,1,0,0
21,3,2,0,0
21,3,3,0,0
21,3,4,0,3103
21,3,5,0,0
21,3,6,0,3063
21,3,7,0,3152
