tree,level,leaf,left_count,right_count
5,4,9,0,0
5,4,10,0,0
5,4,11,0,0
5,4,12,0,7865
5,4,13,0,0
5,4,14,0,7861
5,4,15,0,7933
5,5,0,952947,7711
5,5,1,0,0
5,5,2,0,0
5,5,3,0,0
5,5,4,0,0
5,5,5,0,0
5,5,6,0,0
5,5,7,0,0
5,5,8,0,0
5,5,9,0,0
5,5,10,0,0
5,5,11,0,0
5,5,12,0,0
5,5,13,0,0
5,5,14,0,0
5,5,15,0,0
5,5,16,0,7841
5,5,17,0,0
5,5,18,0,0
5,5,19,0,0
5,5,20,0,0
5,5,21,0,0
5,5,22,0,0
5,5,23,0,0
5,5,24,0,7842
5,5,25,0,0
5,5,26,0,0
5,5,27,0,0
5,5,28,0,7865
5,5,29,0,0
5,5,30,0,7861
5,5,31,0,7933
6,0,0,992067,7933
6,1,0,984206,7861
6,1,1,0,7933
6,2,0,976341,7865
6,2,1,0,0
6,2,2,0,7861
6,2,3,0,7933
6,3,0,968499,7842
6,3,1,0,0
6,3,2,0,0
6,3,3,0,0
6,3,4,0,7865
6,3,5,0,0
6,3,6,0,7861
6,3,7,0,7933
6,4,0,944952,23547
6,4,1,0,0
6,4,2,0,0
6,4,3,0,0
6,4,4,0,0
6,4,5,0,0
6,4,6,0,0
6,4,7,0,0
6,4,8,0,7842
6,4,9,0,0
6,4,10,0,0
6,4,11,0,0
6,4,12,0,7865
6,4,13,0,0
6,4,14,0,7861
6,4,15,0,7933
6,5,0,936977,7975
6,5,1,0,0
6,5,2,0,0
6,5,3,0,0
6,5,4,0,0
6,5,5,0,0
6,5,6,0,0
6,5,7,0,0
6,5,8,0,0
6,5,9,0,0
6,5,10,0,0
6,5,11,0,0
6,5,12,0,0
6,5,13,0,0
6,5,14,0,0
6,5,15,0,0
6,5,16,0,23547
6,5,17,0,0
6,5,18,0,0
6,5,19,0,0
6,5,20,0,0
6,5,21,0,0
6,5,22,0,0
6,5,23,0,0
6,5,24,0,7842
6,5,25,0,0
6,5,26,0,0
6,5,27,0,0
6,5,28,0,7865
6,5,29,0,0
6,5,30,0,7861
6,5,31,0,7933
7,0,0,992067,7933
7,1,0,984206,7861
7,1,1,0,7933
7,2,0,976341,7865
7,2,1,0,0
7,2,2,0,7861
7,2,3,0,7933
7,3,0,968499,7842
7,3,1,0,0
7,3,2,0,0
7,3,3,0,0
7,3,4,0,7865
7,3,5,0,0
7,3,6,0,7861
7,3,7,0,7933
7,4,0,960658,7841
7,4,1,0,0
7,4,2,0,0
7,4,3,0,0
7,4,4,0,0
7,4,5,0,0
7,4,6,0,0
7,4,7,0,0
7,4,8,0,7842
7,4,9,0,0
7,4,10,0,0
7,4,11,0,0
7,4,12,0,7865
7,4,13,0,0
7,4,14,0,7861
7,4,15,0,7933
7,5,0,952947,7711
7,5,1,0,0
7,5,2,0,0
7,5,3,0,0
7,5,4,0,0
7,5,5,0,0
7,5,6,0,0
7,5,7,0,0
7,5,8,0,0
7,5,9,0,0
7,5,10,0,0
7,5,11,0,0
7,5,12,0,0
7,5,13,0,0
7,5,14,0,0
7,5,15,0,0
7,5,16,0,7841
7,5,17,0,0
7,5,18,0,0
7,5,19,0,0
7,5,20,0,0
7,5,21,0,0
7,5,22,0,0
7,5,23,0,0
7,5,24,0,7842
7,5,25,0,0
7,5,26,0,0
7,5,27,0,0
7,5,28,0,7865
7,5,29,0,0
7,5,30,0,7861
7,5,31,0,7933
8,0,0,992067,7933
8,1,0,984206,7861
8,1,1,0,7933
8,2,0,976341,7865
8,2,1,0,0
8,2,2,0,7861
8,2,3,0,7933
8,3,0,968499,7842
8,3,1,0,0
8,3,2,0,0
8,3,3,0,0
8,3,4,0,7865
8,3,5,0,0
8,3,6,0,7861
8,3,7,0,7933
8,4,0,944952,23547
8,4,1,0,0
8,4,2,0,0
8,4,3,0,0
8,4,4,0,0
8,4,5,0,0
8,4,6,0,0
8,4,7,0,0
8,4,8,0,7842
8,4,9,0,0
8,4,10,0,0
8,4,11,0,0
8,4,12,0,7865
8,4,13,0,0
8,4,14,0,7861
8,4,15,0,7933
8,5,0,936977,7975
8,5,1,0,0
8,5,2,0,0
8,5,3,0,0
8,5,4,0,0
8,5,5,0,0
8,5,6,0,0
8,5,7,0,0
8,5,8,0,0
8,5,9,0,0
8,5,10,0,0
8,5,11,0,0
8,5,12,0,0
8,5,13,0,0
8,5,14,0,0
8,5,15,0,0
8,5,16,0,23547
8,5,17,0,0
8,5,18,0,0
8,5,19,0,0
8,5,20,0,0
8,5,21,0,0
8,5,22,0,0
8,5,23,0,0
8,5,24,0,7842
8,5,25,0,0
8,5,26,0,0
8,5,27,0,0
8,5,28,0,7865
8,5,29,0,0
8,5,30,0,7861
8,5,31,0,7933
9,0,0,992067,7933
9,1,0,984206,7861
9,1,1,0,7933
9,2,0,976341,7865
9,2,1,0,0
9,2,2,0,7861
9,2,3,0,7933
9,3,0,968499,7842
9,3,1,0,0
9,3,2,0,0
9,3,3,0,0
9,3,4,0,7865
9,3,5,0,0
9,3,6,0,7861
9,3,7,0,7933
9,4,0,944952,23547
9,4,1,0,0
9,4,2,0,0
9,4,3,0,0
9,4,4,0,0
9,4,5,0,0
9,4,6,0,0
9,4,7,0,0
9,4,8,0,7842
9,4,9,0,0
9,4,10,0,0
9,4,11,0,0
9,4,12,0,7865
9,4,13,0,0
9,4,14,0,7861
9,4,15,0,7933
9,5,0,936977,7975
9,5,1,0,0
9,5,2,0,0
9,5,3,0,0
9,5,4,0,0
9,5,5,0,0
9,5,6,0,0
9,5,7,0,0
9,5,8,0,0
9,5,9,0,0
9,5,10,0,0
9,5,11,0,0
9,5,12,0,0
9,5,13,0,0
9,5,14,0,0
9,5,15,0,0
9,5,16,0,23547
9,5,17,0,0
9,5,18,0,0
9,5,19,0,0
9,5,20,0,0
9,5,21,0,0
9,5,22,0,0
9,5,23,0,0
9,5,24,0,7842
9,5,25,0,0
9,5,26,0,0
9,5,27,0,0
9,5,28,0,7865
9,5,29,0,0
9,5,30,0,7861
9,5,31,0,7933
10,0,0,992067,7933
10,1,0,984206,7861
10,1,1,0,7933
10,2,0,976341,7865
10,2,1,0,0
10,2,2,0,7861
10,2,3,0,7933
10,3,0,968499,7842
10,3,1,0,0
10,3,2,0,0
10,3,3,0,0
10,3,4,0,7865
10,3,5,0,0
10,3,6,0,7861
10,3,7,0,7933
10,4,0,960658,7841
10,4,1,0,0
10,4,2,0,0
10,4,3,0,0
10,4,4,0,0
10,4,5,0,0
10,4,6,0,0
10,4,7,0,0
10,4,8,0,7842
10,4,9,0,0
10,4,10,0,0
10,4,11,0,0
10,4,12,0,7865
10,4,13,0,0
10,4,14,0,7861
10,4,15,0,7933
10,5,0,952947,7711
10,5,1,0,0
10,5,2,0,0
10,5,3,0,0
10,5,4,0,0
10,5,5,0,0
10,5,6,0,0
10,5,7,0,0
10,5,8,0,0
10,5,9,0,0
10,5,10,0,0
10,5,11,0,0
10,5,12,0,0
10,5,13,0,0
10,5,14,0,0
10,5,15,0,0
10,5,16,0,7841
10,5,17,0,0
10,5,18,0,0
10,5,19,0,0
10,5,20,0,0
10,5,21,0,0
10,5,22,0,0
10,5,23,0,0
10,5,24,0,7842
10,5,25,0,0
10,5,26,0,0
10,5,27,0,0
10,5,28,0,7865
10,5,29,0,0
10,5,30,0,7861
10,5,31,0,7933
11,0,0,992067,7933
11,1,0,984206,7861
11,1,1,0,7933
11,2,0,928914,55292
11,2,1,0,0
11,2,2,0,7861
11,2,3,0,7933
11,3,0,921081,7833
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,55292
11,3,5,0,0
11,3,6,0,7861
11,3,7,0,7933
11,4,0,913228,7853
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,7833
11,4,9,0,0
11,4,10,0,0
11,4,11,0,0
11,4,12,0,55292
11,4,13,0,0
11,4,14,0,7861
11,4,15,0,7933
11,5,0,905269,7959
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,0,0
11,5,10,0,0
11,5,11,0,0
11,5,12,0,0
11,5,13,0,0
11,5,14,0,0
11,5,15,0,0
11,5,16,0,7853
11,5,17,0,0
11,5,18,0,0
11,5,19,0,0
11,5,20,0,0
11,5,21,0,0
11,5,22,0,0
11,5,23,0,0
11,5,24,0,7833
11,5,25,0,0
11,5,26,0,0
11,5,27,0,0
11,5,28,0,55292
11,5,29,0,0
11,5,30,0,7861
11,5,31,0,7933
12,0,0,992067,7933
12,1,0,984206,7861
12,1,1,0,7933
12,2,0,976341,7865
12,2,1,0,0
12,2,2,0,7861
12,2,3,0,7933
12,3,0,968499,7842
12,3,1,0,0
12,3,2,0,0
12,3,3,0,0
12,3,4,0,7865
12,3,5,0,0
12,3,6,0,7861
12,3,7,0,7933
12,4,0,944952,23547
12,4,1,0,0
12,4,2,0,0
12,4,3,0,0
12,4,4,0,0
12,4,5,0,0
12,4,6,0,0
12,4,7,0,0
12,4,8,0,7842
12,4,9,0,0
12,4,10,0,0
12,4,11,0,0
12,4,12,0,7865
12,4,13,0,0
12,4,14,0,7861
12,4,15,0,7933
12,5,0,936977,7975
12,5,1,0,0
12,5,2,0,0
12,5,3,0,0
12,5,4,0,0
12,5,5,0,0
12,5,6,0,0
12,5,7,0,0
12,5,8,0,0
12,5,9,0,0
12,5,10,0,0
12,5,11,0,0
12,5,12,0,0
12,5,13,0,0
12,5,14,0,0
12,5,15,0,0
12,5,16,0,23547
12,5,17,0,0
12,5,18,0,0
12,5,19,0,0
12,5,20,0,0
12,5,21,0,0
12,5,22,0,0
12,5,23,0,0
12,5,24,0,7842
12,5,25,0,0
12,5,26,0,0
12,5,27,0,0
12,5,28,0,7865
12,5,29,0,0
12,5,30,0,7861
12,5,31,0,7933
13,0,0,992067,7933
13,1,0,984206,7861
13,1,1,0,7933
13,2,0,928914,55292
13,2,1,0,0
13,2,2,0,7861
13,2,3,0,7933
13,3,0,921081,7833
13,3,1,0,0
13,3,2,0,0
13,3,3,0,0
13,3,4,0,55292
13,3,5,0,0
13,3,6,0,7861
13,3,7,0,7933
13,4,0,913228,7853
13,4,1,0,0
13,4,2,0,0
13,4,3,0,0
13,4,4,0,0
13,4,5,0,0
13,4,6,0,0
13,4,7,0,0
13,4,8,0,7833
13,4,9,0,0
13,4,10,0,0
13,4,11,0,0
13,4,12,0,55292
13,4,13,0,0
13,4,14,0,7861
13,4,15,0,7933
13,5,0,905269,7959
13,5,1,0,0
13,5,2,0,0
13,5,3,0,0
13,5,4,0,0
13,5,5,0,0
13,5,6,0,0
13,5,7,0,0
13,5,8,0,0
13,5,9,0,0
13,5,10,0,0
13,5,11,0,0
13,5,12,0,0
13,5,13,0,0
13,5,14,0,0
13,5,15,0,0
13,5,16,0,7853
13,5,17,0,0
13,5,18,0,0
13,5,19,0,0
13,5,20,0,0
13,5,21,0,0
13,5,22,0,0
13,5,23,0,0
13,5,24,0,7833
13,5,25,0,0
13,5,26,0,0
13,5,27,0,0
13,5,28,0,55292
13,5,29,0,0
13,5,30,0,7861
13,5,31,0,7933
14,0,0,992067,7933
14,1,0,984206,7861
14,1,1,0,7933
14,2,0,976341,7865
14,2,1,0,0
14,2,2,0,7861
14,2,3,0,7933
14,3,0,968499,7842
14,3,1,0,0
14,3,2,0,0
14,3,3,0,0
14,3,4,0,7865
14,3,5,0,0
14,3,6,0,7861
14,3,7,0,7933
14,4,0,960658,7841
14,4,1,0,0
14,4,2,0,0
14,4,3,0,0
14,4,4,0,0
14,4,5,0,0
14,4,6,0,0
14,4,7,0,0
14,4,8,0,7842
14,4,9,0,0
14,4,10,0,0
14,4,11,0,0
14,4,12,0,7865
14,4,13,0,0
14,4,14,0,7861
14,4,15,0,7933
14,5,0,952947,7711
14,5,1,0,0
14,5,2,0,0
14,5,3,0,0
14,5,4,0,0
14,5,5,0,0
14,5,6,0,0
14,5,7,0,0
14,5,8,0,0
14,5,9,0,0
14,5,10,0,0
14,5,11,0,0
14,5,12,0,0
14,5,13,0,0
14,5,14,0,0
14,5,15,0,0
14,5,16,0,7841
14,5,17,0,0
14,5,18,0,0
14,5,19,0,0
14,5,20,0,0
14,5,21,0,0
14,5,22,0,0
14,5,23,0,0
14,5,24,0,7842
14,5,25,0,0
14,5,26,0,0
14,5,27,0,0
14,5,28,0,7865
14,5,29,0,0
14,5,30,0,7861
14,5,31,0,7933
15,0,0,928914,71086
15,1,0,928914,0
15,1,1,8063,63023
15,2,0,921081,7833
15,2,1,0,8063
15,2,2,0,0
15,2,3,0,63023
15,3,0,913228,7853
15,3,1,0,0
15,3,2,0,0
15,3,3,0,0
15,3,4,0,7833
15,3,5,0,8063
15,3,6,0,0
15,3,7,0,63023
15,4,0,905269,7959
15,4,1,0,0
15,4,2,0,0
15,4,3,0,0
15,4,4,0,0
15,4,5,0,0
15,4,6,0,0
15,4,7,0,0
15,4,8,0,7853
15,4,9,0,0
15,4,10,0,0
15,4,11,0,0
15,4,12,0,7833
15,4,13,0,8063
15,4,14,0,0
15,4,15,0,63023
15,5,0,897371,7898
15,5,1,0,0
15,5,2,0,0
15,5,3,0,0
15,5,4,0,0
15,5,5,0,0
15,5,6,0,0
15,5,7,0,0
15,5,8,0,0
15,5,9,0,0
15,5,10,0,0
15,5,11,0,0
15,5,12,0,0
15,5,13,0,0
15,5,14,0,0
15,5,15,0,0
15,5,16,0,7959
15,5,17,0,0
15,5,18,0,0
15,5,19,0,0
15,5,20,0,0
15,5,21,0,0
15,5,22,0,0
15,5,23,0,0
15,5,24,0,7853
15,5,25,0,0
15,5,26,0,0
15,5,27,0,0
15,5,28,0,7833
15,5,29,0,8063
15,5,30,0,0
15,5,31,0,63023
16,0,0,992067,7933
16,1,0,984206,7861
16,1,1,0,7933
16,2,0,976341,7865
16,2,1,0,0
16,2,2,0,7861
16,2,3,0,7933
16,3,0,968499,7842
16,3,1,0,0
16,3,2,0,0
16,3,3,0,0
16,3,4,0,7865
16,3,5,0,0
16,3,6,0,7861
16,3,7,0,7933
16,4,0,944952,23547
16,4,1,0,0
16,4,2,0,0
16,4,3,0,0
16,4,4,0,0
16,4,5,0,0
16,4,6,0,0
16,4,7,0,0
16,4,8,0,7842
16,4,9,0,0
16,4,10,0,0
16,4,11,0,0
16,4,12,0,7865
16,4,13,0,0
16,4,14,0,7861
16,4,15,0,7933
16,5,0,944952,0
16,5,1,0,0
16,5,2,0,0
16,5,3,0,0
16,5,4,0,0
16,5,5,0,0
16,5,6,0,0
16,5,7,0,0
16,5,8,0,0
16,5,9,0,0
16,5,10,0,0
16,5,11,0,0
16,5,12,0,0
16,5,13,0,0
16,5,14,0,0
16,5,15,0,0
16,5,16,7995,15552
16,5,17,0,0
16,5,18,0,0
16,5,19,0,0
16,5,20,0,0
16,5,21,0,0
16,5,22,0,0
16,5,23,0,0
16,5,24,0,7842
16,5,25,0,0
16,5,26,0,0
16,5,27,0,0
16,5,28,0,7865
16,5,29,0,0
16,5,30,0,7861
16,5,31,0,7933
17,0,0,992067,7933
17,1,0,984206,7861
17,1,1,0,7933
17,2,0,976341,7865
17,2,1,0,0
17,2,2,0,7861
17,2,3,0,7933
17,3,0,968499,7842
17,3,1,0,0
17,3,2,0,0
17,3,3,0,0
17,3,4,0,7865
17,3,5,0,0
17,3,6,0,7861
17,3,7,0,7933
17,4,0,960658,7841
17,4,1,0,0
17,4,2,0,0
17,4,3,0,0
17,4,4,0,0
17,4,5,0,0
17,4,6,0,0
17,4,7,0,0
17,4,8,0,7842
17,4,9,0,0
17,4,10,0,0
17,4,11,0,0
17,4,12,0,7865
17,4,13,0,0
17,4,14,0,7861
17,4,15,0,7933
17,5,0,952947,7711
17,5,1,0,0
17,5,2,0,0
17,5,3,0,0
17,5,4,0,0
17,5,5,0,0
17,5,6,0,0
17,5,7,0,0
17,5,8,0,0
17,5,9,0,0
17,5,10,0,0
17,5,11,0,0
17,5,12,0,0
17,5,13,0,0
17,5,14,0,0
17,5,15,0,0
17,5,16,0,7841
17,5,17,0,0
17,5,18,0,0
17,5,19,0,0
17,5,20,0,0
17,5,21,0,0
17,5,22,0,0
17,5,23,0,0
17,5,24,0,7842
17,5,25,0,0
17,5,26,0,0
17,5,27,0,0
17,5,28,0,7865
17,5,29,0,0
17,5,30,0,7861
17,5,31,0,7933
18,0,0,928914,71086
18,1,0,928914,0
18,1,1,8063,63023
18,2,0,928914,0
18,2,1,8063,0
18,2,2,0,0
18,2,3,7975,55048
18,3,0,921081,7833
18,3,1,0,8063
18,3,2,0,0
18,3,3,0,7975
18,3,4,0,0
18,3,5,0,0
18,3,6,0,0
18,3,7,0,55048
18,4,0,913228,7853
18,4,1,0,0
18,4,2,0,0
18,4,3,0,0
18,4,4,0,0
18,4,5,0,0
18,4,6,0,0
18,4,7,0,0
18,4,8,0,7833
18,4,9,0,8063
18,4,10,0,0
18,4,11,0,7975
18,4,12,0,0
18,4,13,0,0
18,4,14,0,0
18,4,15,0,55048
18,5,0,905269,7959
18,5,1,0,0
18,5,2,0,0
18,5,3,0,0
18,5,4,0,0
18,5,5,0,0
18,5,6,0,0
18,5,7,0,0
18,5,8,0,0
18,5,9,0,0
18,5,10,0,0
18,5,11,0,0
18,5,12,0,0
18,5,13,0,0
18,5,14,0,0
18,5,15,0,0
18,5,16,0,7853
18,5,17,0,0
18,5,18,0,0
18,5,19,0,0
18,5,20,0,0
18,5,21,0,0
18,5,22,0,0
18,5,23,0,0
18,5,24,0,7833
18,5,25,0,8063
18,5,26,0,0
18,5,27,0,7975
18,5,28,0,0
18,5,29,0,0
18,5,30,0,0
18,5,31,0,55048
19,0,0,992067,7933
19,1,0,984206,7861
19,1,1,0,7933
19,2,0,976341,7865
19,2,1,0,0
19,2,2,0,7861
19,2,3,0,7933
19,3,0,968499,7842
19,3,1,0,0
19,3,2,0,0
19,3,3,0,0
19,3,4,0,7865
19,3,5,0,0
19,3,6,0,7861
19,3,7,0,7933
19,4,0,960658,7841
19,4,1,0,0
19,4,2,0,0
19,4,3,0,0
19,4,4,0,0
19,4,5,0,0
19,4,6,0,0
19,4,7,0,0
19,4,8,0,7842
19,4,9,0,0
19,4,10,0,0
19,4,11,0,0
19,4,12,0,7865
19,4,13,0,0
19,4,14,0,7861
19,4,15,0,7933
19,5,0,952947,7711
19,5,1,0,0
19,5,2,0,0
19,5,3,0,0
19,5,4,0,0
19,5,5,0,0
19,5,6,0,0
19,5,7,0,0
19,5,8,0,0
19,5,9,0,0
19,5,10,0,0
19,5,11,0,0
19,5,12,0,0
19,5,13,0,0
19,5,14,0,0
19,5,15,0,0
19,5,16,0,7841
19,5,17,0,0
19,5,18,0,0
19,5,19,0,0
19,5,20,0,0
19,5,21,0,0
19,5,22,0,0
19,5,23,0,0
19,5,24,0,7842
19,5,25,0,0
19,5,26,0,0
19,5,27,0,0
19,5,28,0,7865
19,5,29,0,0
19,5,30,0,7861
19,5,31,0,7933
20,0,0,897371,102629
20,1,0,889471,7900
20,1,1,0,102629
20,2,0,881557,7914
20,2,1,0,0
20,2,2,0,7900
20,2,3,0,102629
20,3,0,873569,7988
20,3,1,0,0
20,3,2,0,0
20,3,3,0,0
20,3,4,0,7914
20,3,5,0,0
20,3,6,0,7900
20,3,7,0,102629
20,4,0,865651,7918
20,4,1,0,0
20,4,2,0,0
20,4,3,0,0
20,4,4,0,0
20,4,5,0,0
20,4,6,0,0
20,4,7,0,0
20,4,8,0,7988
20,4,9,0,0
20,4,10,0,0
20,4,11,0,0
20,4,12,0,7914
20,4,13,0,0
20,4,14,0,7900
20,4,15,0,102629
20,5,0,857820,7831
20,5,1,0,0
20,5,2,0,0
20,5,3,0,0
20,5,4,0,0
20,5,5,0,0
20,5,6,0,0
20,5,7,0,0
20,5,8,0,0
20,5,9,0,0
20,5,10,0,0
20,5,11,0,0
20,5,12,0,0
20,5,13,0,0
20,5,14,0,0
20,5,15,0,0
20,5,16,0,7918
20,5,17,0,0
20,5,18,0,0
20,5,19,0,0
20,5,20,0,0
20,5,21,0,0
20,5,22,0,0
20,5,23,0,0
20,5,24,0,7988
20,5,25,0,0
20,5,26,0,0
20,5,27,0,0
20,5,28,0,7914
20,5,29,0,0
20,5,30,0,7900
20,5,31,0,102629
21,0,0,992067,7933
21,1,0,984206,7861
21,1,1,0,7933
21,2,0,944952,39254
21,2,1,0,0
21,2,2,0,7861
21,2,3,0,7933
21,3,0,944952,0
21,3,1,0,0
21,3,2,0,0
21,3,3,0,0
21,3,4,7995,31259
21,3,5,0,0
21,3,6,0,7861
21,3,7,0,7933
