tree,level,leaf,left_count,right_count
1,5,31,0,7920
2,0,0,992080,7920
2,1,0,984276,7804
2,1,1,0,7920
2,2,0,976437,7839
2,2,1,0,0
2,2,2,0,7804
2,2,3,0,7920
2,3,0,968562,7875
2,3,1,0,0
2,3,2,0,0
2,3,3,0,0
2,3,4,0,7839
2,3,5,0,0
2,3,6,0,7804
2,3,7,0,7920
2,4,0,960760,7802
2,4,1,0,0
2,4,2,0,0
2,4,3,0,0
2,4,4,0,0
2,4,5,0,0
2,4,6,0,0
2,4,7,0,0
2,4,8,0,7875
2,4,9,0,0
2,4,10,0,0
2,4,11,0,0
2,4,12,0,7839
2,4,13,0,0
2,4,14,0,7804
2,4,15,0,7920
2,5,0,952811,7949
2,5,1,0,0
2,5,2,0,0
2,5,3,0,0
2,5,4,0,0
2,5,5,0,0
2,5,6,0,0
2,5,7,0,0
2,5,8,0,0
2,5,9,0,0
2,5,10,0,0
2,5,11,0,0
2,5,12,0,0
2,5,13,0,0
2,5,14,0,0
2,5,15,0,0
2,5,16,0,7802
2,5,17,0,0
2,5,18,0,0
2,5,19,0,0
2,5,20,0,0
2,5,21,0,0
2,5,22,0,0
2,5,23,0,0
2,5,24,0,7875
2,5,25,0,0
2,5,26,0,0
2,5,27,0,0
2,5,28,0,7839
2,5,29,0,0
2,5,30,0,7804
2,5,31,0,7920
3,0,0,992080,7920
3,1,0,984276,7804
3,1,1,0,7920
3,2,0,976437,7839
3,2,1,0,0
3,2,2,0,7804
3,2,3,0,7920
3,3,0,968562,7875
3,3,1,0,0
3,3,2,0,0
3,3,3,0,0
3,3,4,0,7839
3,3,5,0,0
3,3,6,0,7804
3,3,7,0,7920
3,4,0,960760,7802
3,4,1,0,0
3,4,2,0,0
3,4,3,0,0
3,4,4,0,0
3,4,5,0,0
3,4,6,0,0
3,4,7,0,0
3,4,8,0,7875
3,4,9,0,0
3,4,10,0,0
3,4,11,0,0
3,4,12,0,7839
3,4,13,0,0
3,4,14,0,7804
3,4,15,0,7920
3,5,0,952811,7949
3,5,1,0,0
3,5,2,0,0
3,5,3,0,0
3,5,4,0,0
3,5,5,0,0
3,5,6,0,0
3,5,7,0,0
3,5,8,0,0
3,5,9,0,0
3,5,10,0,0
3,5,11,0,0
3,5,12,0,0
3,5,13,0,0
3,5,14,0,0
3,5,15,0,0
3,5,16,0,7802
3,5,17,0,0
3,5,18,0,0
3,5,19,0,0
3,5,20,0,0
3,5,21,0,0
3,5,22,0,0
3,5,23,0,0
3,5,24,0,7875
3,5,25,0,0
3,5,26,0,0
3,5,27,0,0
3,5,28,0,7839
3,5,29,0,0
3,5,30,0,7804
3,5,31,0,7920
4,0,0,992080,7920
4,1,0,984276,7804
4,1,1,0,7920
4,2,0,976437,7839
4,2,1,0,0
4,2,2,0,7804
4,2,3,0,7920
4,3,0,968562,7875
4,3,1,0,0
4,3,2,0,0
4,3,3,0,0
4,3,4,0,7839
4,3,5,0,0
4,3,6,0,7804
4,3,7,0,7920
4,4,0,960760,7802
4,4,1,0,0
4,4,2,0,0
4,4,3,0,0
4,4,4,0,0
4,4,5,0,0
4,4,6,0,0
4,4,7,0,0
4,4,8,0,7875
4,4,9,0,0
4,4,10,0,0
4,4,11,0,0
4,4,12,0,7839
4,4,13,0,0
4,4,14,0,7804
4,4,15,0,7920
4,5,0,952811,7949
4,5,1,0,0
4,5,2,0,0
4,5,3,0,0
4,5,4,0,0
4,5,5,0,0
4,5,6,0,0
4,5,7,0,0
4,5,8,0,0
4,5,9,0,0
4,5,10,0,0
4,5,11,0,0
4,5,12,0,0
4,5,13,0,0
4,5,14,0,0
4,5,15,0,0
4,5,16,0,7802
4,5,17,0,0
4,5,18,0,0
4,5,19,0,0
4,5,20,0,0
4,5,21,0,0
4,5,22,0,0
4,5,23,0,0
4,5,24,0,7875
4,5,25,0,0
4,5,26,0,0
4,5,27,0,0
4,5,28,0,7839
4,5,29,0,0
4,5,30,0,7804
4,5,31,0,7920
5,0,0,992080,7920
5,1,0,984276,7804
5,1,1,0,7920
5,2,0,976437,7839
5,2,1,0,0
5,2,2,0,7804
5,2,3,0,7920
5,3,0,968562,7875
5,3,1,0,0
5,3,2,0,0
5,3,3,0,0
5,3,4,0,7839
5,3,5,0,0
5,3,6,0,7804
5,3,7,0,7920
5,4,0,960760,7802
5,4,1,0,0
5,4,2,0,0
5,4,3,0,0
5,4,4,0,0
5,4,5,0,0
5,4,6,0,0
5,4,7,0,0
5,4,8,0,7875
5,4,9,0,0
5,4,10,0,0
5,4,11,0,0
5,4,12,0,7839
5,4,13,0,0
5,4,14,0,7804
5,4,15,0,7920
5,5,0,952811,7949
5,5,1,0,0
5,5,2,0,0
5,5,3,0,0
5,5,4,0,0
5,5,5,0,0
5,5,6,0,0
5,5,7,0,0
5,5,8,0,0
5,5,9,0,0
5,5,10,0,0
5,5,11,0,0
5,5,12,0,0
5,5,13,0,0
5,5,14,0,0
5,5,15,0,0
5,5,16,0,7802
5,5,17,0,0
5,5,18,0,0
5,5,19,0,0
5,5,20,0,0
5,5,21,0,0
5,5,22,0,0
5,5,23,0,0
5,5,24,0,7875
5,5,25,0,0
5,5,26,0,0
5,5,27,0,0
5,5,28,0,7839
5,5,29,0,0
5,5,30,0,7804
5,5,31,0,7920
6,0,0,992080,7920
6,1,0,984276,7804
6,1,1,0,7920
6,2,0,976437,7839
6,2,1,0,0
6,2,2,0,7804
6,2,3,0,7920
6,3,0,968562,7875
6,3,1,0,0
6,3,2,0,0
6,3,3,0,0
6,3,4,0,7839
6,3,5,0,0
6,3,6,0,7804
6,3,7,0,7920
6,4,0,944803,23759
6,4,1,0,0
6,4,2,0,0
6,4,3,0,0
6,4,4,0,0
6,4,5,0,0
6,4,6,0,0
6,4,7,0,0
6,4,8,0,7875
6,4,9,0,0
6,4,10,0,0
6,4,11,0,0
6,4,12,0,7839
6,4,13,0,0
6,4,14,0,7804
6,4,15,0,7920
6,5,0,936860,7943
6,5,1,0,0
6,5,2,0,0
6,5,3,0,0
6,5,4,0,0
6,5,5,0,0
6,5,6,0,0
6,5,7,0,0
6,5,8,0,0
6,5,9,0,0
6,5,10,0,0
6,5,11,0,0
6,5,12,0,0
6,5,13,0,0
6,5,14,0,0
6,5,15,0,0
6,5,16,0,23759
6,5,17,0,0
6,5,18,0,0
6,5,19,0,0
6,5,20,0,0
6,5,21,0,0
6,5,22,0,0
6,5,23,0,0
6,5,24,0,7875
6,5,25,0,0
6,5,26,0,0
6,5,27,0,0
6,5,28,0,7839
6,5,29,0,0
6,5,30,0,7804
6,5,31,0,7920
7,0,0,992080,7920
7,1,0,984276,7804
7,1,1,0,7920
7,2,0,976437,7839
7,2,1,0,0
7,2,2,0,7804
7,2,3,0,7920
7,3,0,968562,7875
7,3,1,0,0
7,3,2,0,0
7,3,3,0,0
7,3,4,0,7839
7,3,5,0,0
7,3,6,0,7804
7,3,7,0,7920
7,4,0,960760,7802
7,4,1,0,0
7,4,2,0,0
7,4,3,0,0
7,4,4,0,0
7,4,5,0,0
7,4,6,0,0
7,4,7,0,0
7,4,8,0,7875
7,4,9,0,0
7,4,10,0,0
7,4,11,0,0
7,4,12,0,7839
7,4,13,0,0
7,4,14,0,7804
7,4,15,0,7920
7,5,0,952811,7949
7,5,1,0,0
7,5,2,0,0
7,5,3,0,0
7,5,4,0,0
7,5,5,0,0
7,5,6,0,0
7,5,7,0,0
7,5,8,0,0
7,5,9,0,0
7,5,10,0,0
7,5,11,0,0
7,5,12,0,0
7,5,13,0,0
7,5,14,0,0
7,5,15,0,0
7,5,16,0,7802
7,5,17,0,0
7,5,18,0,0
7,5,19,0,0
7,5,20,0,0
7,5,21,0,0
7,5,22,0,0
7,5,23,0,0
7,5,24,0,7875
7,5,25,0,0
7,5,26,0,0
7,5,27,0,0
7,5,28,0,7839
7,5,29,0,0
7,5,30,0,7804
7,5,31,0,7920
8,0,0,992080,7920
8,1,0,984276,7804
8,1,1,0,7920
8,2,0,976437,7839
8,2,1,0,0
8,2,2,0,7804
8,2,3,0,7920
8,3,0,968562,7875
8,3,1,0,0
8,3,2,0,0
8,3,3,0,0
8,3,4,0,7839
8,3,5,0,0
8,3,6,0,7804
8,3,7,0,7920
8,4,0,944803,23759
8,4,1,0,0
8,4,2,0,0
8,4,3,0,0
8,4,4,0,0
8,4,5,0,0
8,4,6,0,0
8,4,7,0,0
8,4,8,0,7875
8,4,9,0,0
8,4,10,0,0
8,4,11,0,0
8,4,12,0,7839
8,4,13,0,0
8,4,14,0,7804
8,4,15,0,7920
8,5,0,936860,7943
8,5,1,0,0
8,5,2,0,0
8,5,3,0,0
8,5,4,0,0
8,5,5,0,0
8,5,6,0,0
8,5,7,0,0
8,5,8,0,0
8,5,9,0,0
8,5,10,0,0
8,5,11,0,0
8,5,12,0,0
8,5,13,0,0
8,5,14,0,0
8,5,15,0,0
8,5,16,0,23759
8,5,17,0,0
8,5,18,0,0
8,5,19,0,0
8,5,20,0,0
8,5,21,0,0
8,5,22,0,0
8,5,23,0,0
8,5,24,0,7875
8,5,25,0,0
8,5,26,0,0
8,5,27,0,0
8,5,28,0,7839
8,5,29,0,0
8,5,30,0,7804
8,5,31,0,7920
9,0,0,992080,7920
9,1,0,984276,7804
9,1,1,0,7920
9,2,0,976437,7839
9,2,1,0,0
9,2,2,0,7804
9,2,3,0,7920
9,3,0,968562,7875
9,3,1,0,0
9,3,2,0,0
9,3,3,0,0
9,3,4,0,7839
9,3,5,0,0
9,3,6,0,7804
9,3,7,0,7920
9,4,0,960760,7802
9,4,1,0,0
9,4,2,0,0
9,4,3,0,0
9,4,4,0,0
9,4,5,0,0
9,4,6,0,0
9,4,7,0,0
9,4,8,0,7875
9,4,9,0,0
9,4,10,0,0
9,4,11,0,0
9,4,12,0,7839
9,4,13,0,0
9,4,14,0,7804
9,4,15,0,7920
9,5,0,952811,7949
9,5,1,0,0
9,5,2,0,0
9,5,3,0,0
9,5,4,0,0
9,5,5,0,0
9,5,6,0,0
9,5,7,0,0
9,5,8,0,0
9,5,9,0,0
9,5,10,0,0
9,5,11,0,0
9,5,12,0,0
9,5,13,0,0
9,5,14,0,0
9,5,15,0,0
9,5,16,0,7802
9,5,17,0,0
9,5,18,0,0
9,5,19,0,0
9,5,20,0,0
9,5,21,0,0
9,5,22,0,0
9,5,23,0,0
9,5,24,0,7875
9,5,25,0,0
9,5,26,0,0
9,5,27,0,0
9,5,28,0,7839
9,5,29,0,0
9,5,30,0,7804
9,5,31,0,7920
10,0,0,992080,7920
10,1,0,984276,7804
10,1,1,0,7920
10,2,0,976437,7839
10,2,1,0,0
10,2,2,0,7804
10,2,3,0,7920
10,3,0,968562,7875
10,3,1,0,0
10,3,2,0,0
10,3,3,0,0
10,3,4,0,7839
10,3,5,0,0
10,3,6,0,7804
10,3,7,0,7920
10,4,0,944803,23759
10,4,1,0,0
10,4,2,0,0
10,4,3,0,0
10,4,4,0,0
10,4,5,0,0
10,4,6,0,0
10,4,7,0,0
10,4,8,0,7875
10,4,9,0,0
10,4,10,0,0
10,4,11,0,0
10,4,12,0,7839
10,4,13,0,0
10,4,14,0,7804
10,4,15,0,7920
10,5,0,936860,7943
10,5,1,0,0
10,5,2,0,0
10,5,3,0,0
10,5,4,0,0
10,5,5,0,0
10,5,6,0,0
10,5,7,0,0
10,5,8,0,0
10,5,9,0,0
10,5,10,0,0
10,5,11,0,0
10,5,12,0,0
10,5,13,0,0
10,5,14,0,0
10,5,15,0,0
10,5,16,0,23759
10,5,17,0,0
10,5,18,0,0
10,5,19,0,0
10,5,20,0,0
10,5,21,0,0
10,5,22,0,0
10,5,23,0,0
10,5,24,0,7875
10,5,25,0,0
10,5,26,0,0
10,5,27,0,0
10,5,28,0,7839
10,5,29,0,0
10,5,30,0,7804
10,5,31,0,7920
11,0,0,992080,7920
11,1,0,984276,7804
11,1,1,0,7920
11,2,0,976437,7839
11,2,1,0,0
11,2,2,0,7804
11,2,3,0,7920
11,3,0,968562,7875
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,7839
11,3,5,0,0
11,3,6,0,7804
11,3,7,0,7920
11,4,0,928921,39641
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,7875
11,4,9,0,0
11,4,10,0,0
11,4,11,0,0
11,4,12,0,7839
11,4,13,0,0
11,4,14,0,7804
11,4,15,0,7920
11,5,0,921128,7793
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,0,0
11,5,10,0,0
11,5,11,0,0
11,5,12,0,0
11,5,13,0,0
11,5,14,0,0
11,5,15,0,0
11,5,16,0,39641
11,5,17,0,0
11,5,18,0,0
11,5,19,0,0
11,5,20,0,0
11,5,21,0,0
11,5,22,0,0
11,5,23,0,0
11,5,24,0,7875
11,5,25,0,0
11,5,26,0,0
11,5,27,0,0
11,5,28,0,7839
11,5,29,0,0
11,5,30,0,7804
11,5,31,0,7920
12,0,0,992080,7920
12,1,0,984276,7804
12,1,1,0,7920
12,2,0,976437,7839
12,2,1,0,0
12,2,2,0,7804
12,2,3,0,7920
12,3,0,968562,7875
12,3,1,0,0
12,3,2,0,0
12,3,3,0,0
12,3,4,0,7839
12,3,5,0,0
12,3,6,0,7804
12,3,7,0,7920
12,4,0,960760,7802
12,4,1,0,0
12,4,2,0,0
12,4,3,0,0
12,4,4,0,0
12,4,5,0,0
12,4,6,0,0
12,4,7,0,0
12,4,8,0,7875
12,4,9,0,0
12,4,10,0,0
12,4,11,0,0
12,4,12,0,7839
12,4,13,0,0
12,4,14,0,7804
12,4,15,0,7920
12,5,0,952811,7949
12,5,1,0,0
12,5,2,0,0
12,5,3,0,0
12,5,4,0,0
12,5,5,0,0
12,5,6,0,0
12,5,7,0,0
12,5,8,0,0
12,5,9,0,0
12,5,10,0,0
12,5,11,0,0
12,5,12,0,0
12,5,13,0,0
12,5,14,0,0
12,5,15,0,0
12,5,16,0,7802
12,5,17,0,0
12,5,18,0,0
12,5,19,0,0
12,5,20,0,0
12,5,21,0,0
12,5,22,0,0
12,5,23,0,0
12,5,24,0,7875
12,5,25,0,0
12,5,26,0,0
12,5,27,0,0
12,5,28,0,7839
12,5,29,0,0
12,5,30,0,7804
12,5,31,0,7920
13,0,0,992080,7920
13,1,0,984276,7804
13,1,1,0,7920
13,2,0,928921,55355
13,2,1,0,0
13,2,2,0,7804
13,2,3,0,7920
13,3,0,921128,7793
13,3,1,0,0
13,3,2,0,0
13,3,3,0,0
13,3,4,0,55355
13,3,5,0,0
13,3,6,0,7804
13,3,7,0,7920
13,4,0,913087,8041
13,4,1,0,0
13,4,2,0,0
13,4,3,0,0
13,4,4,0,0
13,4,5,0,0
13,4,6,0,0
13,4,7,0,0
13,4,8,0,7793
13,4,9,0,0
13,4,10,0,0
13,4,11,0,0
13,4,12,0,55355
13,4,13,0,0
13,4,14,0,7804
13,4,15,0,7920
13,5,0,905103,7984
13,5,1,0,0
13,5,2,0,0
13,5,3,0,0
13,5,4,0,0
13,5,5,0,0
13,5,6,0,0
13,5,7,0,0
13,5,8,0,0
13,5,9,0,0
13,5,10,0,0
13,5,11,0,0
13,5,12,0,0
13,5,13,0,0
13,5,14,0,0
13,5,15,0,0
13,5,16,0,8041
13,5,17,0,0
13,5,18,0,0
13,5,19,0,0
13,5,20,0,0
13,5,21,0,0
13,5,22,0,0
13,5,23,0,0
13,5,24,0,7793
13,5,25,0,0
13,5,26,0,0
13,5,27,0,0
13,5,28,0,55355
13,5,29,0,0
13,5,30,0,7804
13,5,31,0,7920
14,0,0,992080,7920
14,1,0,984276,7804
14,1,1,0,7920
14,2,0,976437,7839
14,2,1,0,0
14,2,2,0,7804
14,2,3,0,7920
14,3,0,968562,7875
14,3,1,0,0
14,3,2,0,0
14,3,3,0,0
14,3,4,0,7839
14,3,5,0,0
14,3,6,0,7804
14,3,7,0,7920
14,4,0,944803,23759
14,4,1,0,0
14,4,2,0,0
14,4,3,0,0
14,4,4,0,0
14,4,5,0,0
14,4,6,0,0
14,4,7,0,0
14,4,8,0,7875
14,4,9,0,0
14,4,10,0,0
14,4,11,0,0
14,4,12,0,7839
14,4,13,0,0
14,4,14,0,7804
14,4,15,0,7920
14,5,0,936860,7943
14,5,1,0,0
14,5,2,0,0
14,5,3,0,0
14,5,4,0,0
14,5,5,0,0
14,5,6,0,0
14,5,7,0,0
14,5,8,0,0
14,5,9,0,0
14,5,10,0,0
14,5,11,0,0
14,5,12,0,0
14,5,13,0,0
14,5,14,0,0
14,5,15,0,0
14,5,16,0,23759
14,5,17,0,0
14,5,18,0,0
14,5,19,0,0
14,5,20,0,0
14,5,21,0,0
14,5,22,0,0
14,5,23,0,0
14,5,24,0,7875
14,5,25,0,0
14,5,26,0,0
14,5,27,0,0
14,5,28,0,7839
14,5,29,0,0
14,5,30,0,7804
14,5,31,0,7920
15,0,0,928921,71079
15,1,0,928921,0
15,1,1,7939,63140
15,2,0,921128,7793
15,2,1,0,7939
15,2,2,0,0
15,2,3,0,63140
15,3,0,913087,8041
15,3,1,0,0
15,3,2,0,0
15,3,3,0,0
15,3,4,0,7793
15,3,5,0,7939
15,3,6,0,0
15,3,7,0,63140
15,4,0,905103,7984
15,4,1,0,0
15,4,2,0,0
15,4,3,0,0
15,4,4,0,0
15,4,5,0,0
15,4,6,0,0
15,4,7,0,0
15,4,8,0,8041
15,4,9,0,0
15,4,10,0,0
15,4,11,0,0
15,4,12,0,7793
15,4,13,0,7939
15,4,14,0,0
15,4,15,0,63140
15,5,0,897264,7839
15,5,1,0,0
15,5,2,0,0
15,5,3,0,0
15,5,4,0,0
15,5,5,0,0
15,5,6,0,0
15,5,7,0,0
15,5,8,0,0
15,5,9,0,0
15,5,10,0,0
15,5,11,0,0
15,5,12,0,0
15,5,13,0,0
15,5,14,0,0
15,5,15,0,0
15,5,16,0,7984
15,5,17,0,0
15,5,18,0,0
15,5,19,0,0
15,5,20,0,0
15,5,21,0,0
15,5,22,0,0
15,5,23,0,0
15,5,24,0,8041
15,5,25,0,0
15,5,26,0,0
15,5,27,0,0
15,5,28,0,7793
15,5,29,0,7939
15,5,30,0,0
15,5,31,0,63140
16,0,0,992080,7920
16,1,0,984276,7804
16,1,1,0,7920
16,2,0,976437,7839
16,2,1,0,0
16,2,2,0,7804
16,2,3,0,7920
16,3,0,968562,7875
16,3,1,0,0
16,3,2,0,0
16,3,3,0,0
16,3,4,0,7839
16,3,5,0,0
16,3,6,0,7804
16,3,7,0,7920
16,4,0,960760,7802
16,4,1,0,0
16,4,2,0,0
16,4,3,0,0
16,4,4,0,0
16,4,5,0,0
16,4,6,0,0
16,4,7,0,0
16,4,8,0,7875
16,4,9,0,0
16,4,10,0,0
16,4,11,0,0
16,4,12,0,7839
16,4,13,0,0
16,4,14,0,7804
16,4,15,0,7920
16,5,0,952811,7949
16,5,1,0,0
16,5,2,0,0
16,5,3,0,0
16,5,4,0,0
16,5,5,0,0
16,5,6,0,0
16,5,7,0,0
16,5,8,0,0
16,5,9,0,0
16,5,10,0,0
16,5,11,0,0
16,5,12,0,0
16,5,13,0,0
16,5,14,0,0
16,5,15,0,0
16,5,16,0,7802
16,5,17,0,0
16,5,18,0,0
16,5,19,0,0
16,5,20,0,0
16,5,21,0,0
16,5,22,0,0
16,5,23,0,0
16,5,24,0,7875
16,5,25,0,0
16,5,26,0,0
16,5,27,0,0
16,5,28,0,7839
16,5,29,0,0
16,5,30,0,7804
16,5,31,0,7920
17,0,0,928921,71079
17,1,0,928921,0
17,1,1,7939,63140
17,2,0,928921,0
17,2,1,7939,0
17,2,2,0,0
17,2,3,7943,55197
17,3,0,928921,0
17,3,1,7939,0
17,3,2,0,0
17,3,3,7943,0
17,3,4,0,0
17,3,5,0,0
17,3,6,0,0
17,3,7,8008,47189
17,4,0,921128,7793
17,4,1,0,7939
17,4,2,0,0
17,4,3,0,7943
17,4,4,0,0
17,4,5,0,0
17,4,6,0,0
17,4,7,0,8008
17,4,8,0,0
17,4,9,0,0
17,4,10,0,0
17,4,11,0,0
17,4,12,0,0
17,4,13,0,0
17,4,14,0,0
17,4,15,0,47189
17,5,0,913087,8041
17,5,1,0,0
17,5,2,0,0
17,5,3,0,0
17,5,4,0,0
17,5,5,0,0
17,5,6,0,0
17,5,7,0,0
17,5,8,0,0
17,5,9,0,0
17,5,10,0,0
17,5,11,0,0
17,5,12,0,0
17,5,13,0,0
17,5,14,0,0
17,5,15,0,0
17,5,16,0,7793
17,5,17,0,7939
17,5,18,0,0
17,5,19,0,7943
17,5,20,0,0
17,5,21,0,0
17,5,22,0,0
17,5,23,0,8008
17,5,24,0,0
17,5,25,0,0
17,5,26,0,0
17,5,27,0,0
17,5,28,0,0
17,5,29,0,0
17,5,30,0,0
17,5,31,0,47189
18,0,0,992080,7920
18,1,0,984276,7804
18,1,1,0,7920
18,2,0,976437,7839
18,2,1,0,0
18,2,2,0,7804
18,2,3,0,7920
18,3,0,968562,7875
18,3,1,0,0
18,3,2,0,0
18,3,3,0,0
18,3,4,0,7839
18,3,5,0,0
18,3,6,0,7804
18,3,7,0,7920
18,4,0,960760,7802
18,4,1,0,0
18,4,2,0,0
18,4,3,0,0
18,4,4,0,0
18,4,5,0,0
18,4,6,0,0
18,4,7,0,0
18,4,8,0,7875
18,4,9,0,0
18,4,10,0,0
18,4,11,0,0
18,4,12,0,7839
18,4,13,0,0
18,4,14,0,7804
18,4,15,0,7920
18,5,0,952811,7949
18,5,1,0,0
18,5,2,0,0
18,5,3,0,0
18,5,4,0,0
18,5,5,0,0
18,5,6,0,0
18,5,7,0,0
18,5,8,0,0
18,5,9,0,0
18,5,10,0,0
18,5,11,0,0
18,5,12,0,0
18,5,13,0,0
18,5,14,0,0
18,5,15,0,0
18,5,16,0,7802
18,5,17,0,0
18,5,18,0,0
18,5,19,0,0
18,5,20,0,0
18,5,21,0,0
18,5,22,0,0
18,5,23,0,0
18,5,24,0,7875
18,5,25,0,0
18,5,26,0,0
18,5,27,0,0
18,5,28,0,7839
18,5,29,0,0
18,5,30,0,7804
18,5,31,0,7920
19,0,0,928921,71079
19,1,0,928921,0
19,1,1,7939,63140
19,2,0,928921,0
19,2,1,7939,0
19,2,2,0,0
19,2,3,7943,55197
19,3,0,928921,0
19,3,1,7939,0
19,3,2,0,0
19,3,3,7943,0
19,3,4,0,0
19,3,5,0,0
19,3,6,0,0
19,3,7,8008,47189
19,4,0,921128,7793
19,4,1,0,7939
19,4,2,0,0
19,4,3,0,7943
19,4,4,0,0
19,4,5,0,0
19,4,6,0,0
19,4,7,0,8008
19,4,8,0,0
19,4,9,0,0
19,4,10,0,0
19,4,11,0,0
19,4,12,0,0
19,4,13,0,0
19,4,14,0,0
19,4,15,0,47189
19,5,0,913087,8041
19,5,1,0,0
19,5,2,0,0
19,5,3,0,0
19,5,4,0,0
19,5,5,0,0
19,5,6,0,0
19,5,7,0,0
19,5,8,0,0
19,5,9,0,0
19,5,10,0,0
19,5,11,0,0
19,5,12,0,0
19,5,13,0,0
19,5,14,0,0
19,5,15,0,0
19,5,16,0,7793
19,5,17,0,7939
19,5,18,0,0
19,5,19,0,7943
19,5,20,0,0
19,5,21,0,0
19,5,22,0,0
19,5,23,0,8008
19,5,24,0,0
19,5,25,0,0
19,5,26,0,0
19,5,27,0,0
19,5,28,0,0
19,5,29,0,0
19,5,30,0,0
19,5,31,0,47189
20,0,0,992080,7920
20,1,0,984276,7804
20,1,1,0,7920
20,2,0,976437,7839
20,2,1,0,0
20,2,2,0,7804
20,2,3,0,7920
20,3,0,968562,7875
20,3,1,0,0
20,3,2,0,0
20,3,3,0,0
20,3,4,0,7839
20,3,5,0,0
20,3,6,0,7804
20,3,7,0,7920
20,4,0,960760,7802
20,4,1,0,0
20,4,2,0,0
20,4,3,0,0
20,4,4,0,0
20,4,5,0,0
20,4,6,0,0
20,4,7,0,0
20,4,8,0,7875
20,4,9,0,0
20,4,10,0,0
20,4,11,0,0
20,4,12,0,7839
20,4,13,0,0
20,4,14,0,7804
20,4,15,0,7920
20,5,0,952811,7949
20,5,1,0,0
20,5,2,0,0
20,5,3,0,0
20,5,4,0,0
20,5,5,0,0
20,5,6,0,0
20,5,7,0,0
20,5,8,0,0
20,5,9,0,0
20,5,10,0,0
20,5,11,0,0
20,5,12,0,0
20,5,13,0,0
20,5,14,0,0
20,5,15,0,0
20,5,16,0,7802
20,5,17,0,0
20,5,18,0,0
20,5,19,0,0
20,5,20,0,0
20,5,21,0,0
20,5,22,0,0
20,5,23,0,0
20,5,24,0,7875
20,5,25,0,0
20,5,26,0,0
20,5,27,0,0
20,5,28,0,7839
20,5,29,0,0
20,5,30,0,7804
20,5,31,0,7920
21,0,0,928921,71079
21,1,0,928921,0
21,1,1,7939,63140
21,2,0,928921,0
21,2,1,7939,0
21,2,2,0,0
21,2,3,7943,55197
21,3,0,928921,0
21,3,1,7939,0
21,3,2,0,0
21,3,3,7943,0
21,3,4,0,0
21,3,5,0,0
21,3,6,0,0
21,3,7,8008,47189
